,Time,Censored,System,Phase,Component
0,23.786369311966897,False,1.0,1.0,1.0
1,11.281236925985622,False,1.0,1.0,1.0
2,110.7682723740673,False,1.0,1.0,1.0
3,57.63248250788967,False,1.0,1.0,1.0
4,36.49715293812925,False,1.0,1.0,1.0
5,81.65793467540135,False,1.0,1.0,1.0
6,66.22761724356647,False,1.0,1.0,1.0
7,104.82902412587667,False,1.0,1.0,1.0
8,7.3199098971167444,True,1.0,1.0,1.0
9,80.48475621912745,False,1.0,2.0,1.0
10,9.530533585394428,False,1.0,2.0,1.0
11,25.480785893011006,False,1.0,2.0,1.0
12,41.78972595144049,False,1.0,2.0,1.0
13,14.79455779233229,False,1.0,2.0,1.0
14,3.082839655434397,False,1.0,2.0,1.0
15,54.25378202819253,False,1.0,2.0,1.0
16,19.366375847461757,False,1.0,2.0,1.0
17,37.78098944513622,False,1.0,2.0,1.0
18,51.15847691345569,False,1.0,2.0,1.0
19,1.4484196749606915,False,1.0,2.0,1.0
20,9.644351278686315,False,1.0,2.0,1.0
21,35.43150634372773,False,1.0,2.0,1.0
22,29.45716280759553,False,1.0,2.0,1.0
23,24.619899660675934,False,1.0,2.0,1.0
24,61.67583690336758,True,1.0,2.0,1.0
25,37.54981244213159,False,1.0,3.0,1.0
26,21.47807050480982,False,1.0,3.0,1.0
27,33.489193554006,False,1.0,3.0,1.0
28,13.423371516649803,False,1.0,3.0,1.0
29,1.4695527574746636,False,1.0,3.0,1.0
30,0.8287044495274182,False,1.0,3.0,1.0
31,133.5095661460627,False,1.0,3.0,1.0
32,4.5716078576146515,False,1.0,3.0,1.0
33,2.0915194824396464,False,1.0,3.0,1.0
34,36.22332742557247,False,1.0,3.0,1.0
35,51.75234657580475,False,1.0,3.0,1.0
36,44.047112915134534,False,1.0,3.0,1.0
37,10.286496785151556,False,1.0,3.0,1.0
38,109.27931758762035,True,1.0,3.0,1.0
39,281.15323343223565,False,1.0,1.0,2.0
40,36.511226281899354,False,1.0,1.0,2.0
41,182.33554028586505,True,1.0,1.0,2.0
42,4.550343184000551,False,1.0,2.0,2.0
43,95.16127906560517,False,1.0,2.0,2.0
44,6.820866806879976,False,1.0,2.0,2.0
45,58.923177834089216,False,1.0,2.0,2.0
46,66.42413432346073,False,1.0,2.0,2.0
47,8.863608257497678,False,1.0,2.0,2.0
48,161.98613071232614,False,1.0,2.0,2.0
49,15.918091313229507,False,1.0,2.0,2.0
50,81.35236850291099,True,1.0,2.0,2.0
51,47.72497820474681,False,1.0,3.0,2.0
52,74.18507577030509,False,1.0,3.0,2.0
53,160.14143958311402,False,1.0,3.0,2.0
54,60.59193777295968,False,1.0,3.0,2.0
55,95.42372650003449,False,1.0,3.0,2.0
56,0.48961953378612033,False,1.0,3.0,2.0
57,61.4432226350538,True,1.0,3.0,2.0
58,3.297820717599936,False,1.0,1.0,3.0
59,1.1187429834452227,False,1.0,1.0,3.0
60,53.326840515702344,False,1.0,1.0,3.0
61,66.98227332851167,False,1.0,1.0,3.0
62,25.347646792638585,False,1.0,1.0,3.0
63,2.6992855750323317,False,1.0,1.0,3.0
64,30.439875316565313,False,1.0,1.0,3.0
65,64.58028448880646,False,1.0,1.0,3.0
66,15.774193472321368,False,1.0,1.0,3.0
67,7.768797798556087,False,1.0,1.0,3.0
68,11.785938636780795,False,1.0,1.0,3.0
69,46.57947850857383,False,1.0,1.0,3.0
70,8.900618957536786,False,1.0,1.0,3.0
71,10.520399313300956,False,1.0,1.0,3.0
72,9.480692133853179,False,1.0,1.0,3.0
73,100.30081661709728,False,1.0,1.0,3.0
74,38.08567203108407,False,1.0,1.0,3.0
75,3.01062281259388,True,1.0,1.0,3.0
76,4.953776708043071,False,1.0,2.0,3.0
77,0.03659452279111588,False,1.0,2.0,3.0
78,26.36874794001387,False,1.0,2.0,3.0
79,15.375126666319419,False,1.0,2.0,3.0
80,12.042218896669807,False,1.0,2.0,3.0
81,10.490803779546154,False,1.0,2.0,3.0
82,17.26938158501896,False,1.0,2.0,3.0
83,41.6104883606562,False,1.0,2.0,3.0
84,59.47048601265111,False,1.0,2.0,3.0
85,11.918122343651818,False,1.0,2.0,3.0
